p780_L2_decode,zjs,60328925,,armv8_pmuv3_1/cycles/,15474176,100.00,,
p780_L2_decode,zjs,3073031,,armv8_pmuv3_1/stall_frontend/,15474176,100.00,,
p780_L2_decode,zjs,137482129,,armv8_pmuv3_1/mem_access/,15474176,100.00,,
p780_L2_decode,qjs,275679207,,armv8_pmuv3_1/instructions/,11701760,100.00,6.04,insn per cycle
p780_L2_decode,qjs,45627558,,armv8_pmuv3_1/cycles/,11701760,100.00,,
p780_L2_decode,qjs,1082390,,armv8_pmuv3_1/stall_frontend/,11701760,100.00,,
p780_L2_decode,qjs,88604689,,armv8_pmuv3_1/mem_access/,11701760,100.00,,
p780_L2_decode,qjs,275755540,,armv8_pmuv3_1/instructions/,11723984,100.00,6.03,insn per cycle
p780_L2_decode,qjs,45708632,,armv8_pmuv3_1/cycles/,11723984,100.00,,
p780_L2_decode,qjs,1119426,,armv8_pmuv3_1/stall_frontend/,11723984,100.00,,
p780_L2_decode,qjs,88636137,,armv8_pmuv3_1/mem_access/,11723984,100.00,,
p780_L2_decode,zjs,291791452,,armv8_pmuv3_1/instructions/,15323152,100.00,4.88,insn per cycle
p780_L2_decode,zjs,59750388,,armv8_pmuv3_1/cycles/,15323152,100.00,,
p780_L2_decode,zjs,2737296,,armv8_pmuv3_1/stall_frontend/,15323152,100.00,,
p780_L2_decode,zjs,137222831,,armv8_pmuv3_1/mem_access/,15323152,100.00,,
p780_L2_decode,zjs,291837737,,armv8_pmuv3_1/instructions/,15339616,100.00,4.88,insn per cycle
p780_L2_decode,zjs,59808001,,armv8_pmuv3_1/cycles/,15339616,100.00,,
p780_L2_decode,zjs,2859701,,armv8_pmuv3_1/stall_frontend/,15339616,100.00,,
p780_L2_decode,zjs,137282562,,armv8_pmuv3_1/mem_access/,15339616,100.00,,
p780_L2_decode,qjs,275732759,,armv8_pmuv3_1/instructions/,11743200,100.00,6.02,insn per cycle
p780_L2_decode,qjs,45780954,,armv8_pmuv3_1/cycles/,11743200,100.00,,
p780_L2_decode,qjs,1140693,,armv8_pmuv3_1/stall_frontend/,11743200,100.00,,
p780_L2_decode,qjs,88568117,,armv8_pmuv3_1/mem_access/,11743200,100.00,,
